,HCPCS_CODE,HCPCS_DESCRIPTION,HCPCS_ASC_EXCLUDED,HCPCS_ASC_EXCLUDED_DT,HCPCS_GROUP,HCPCS_GROUP_BEGIN_DT,HCPCS_GROUP_END_DT,ADDED_TO_FILE_DATE,LAST_EDIT_DATE,USER_ID
1283,27479,Surgery to stop leg growth,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1284,27496,Decompression of thigh/knee,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1285,27497,Decompression of thigh/knee,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1286,27498,Decompression of thigh/knee,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1287,27499,Decompression of thigh/knee,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1288,27500,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1289,27501,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1290,27502,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1291,27503,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1292,27508,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1293,27509,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1294,27510,Treatment of thigh fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1295,27516,Treat thigh fx growth plate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1296,27517,Treat thigh fx growth plate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1297,27520,Treat kneecap fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1298,27524,Treat kneecap fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1299,27530,Treat knee fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1300,27532,Treat knee fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1301,27538,Treat knee fracture(s),N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1302,27550,Treat knee dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1303,27552,Treat knee dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1304,27560,Treat kneecap dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1305,27562,Treat kneecap dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1306,27566,Treat kneecap dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1307,27570,Fixation of knee joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1308,27594,Amputation follow-up surgery,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1309,27600,Decompression of lower leg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1310,27601,Decompression of lower leg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1311,27602,Decompression of lower leg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1312,27603,Drain lower leg lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1313,27604,Drain lower leg bursa,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1314,27605,Incision of achilles tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1315,27606,Incision of achilles tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1316,27607,Treat lower leg bone lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1317,27610,Explore/treat ankle joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1318,27612,Exploration of ankle joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1319,27613,Biopsy lower leg soft tissue,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1320,27614,Biopsy lower leg soft tissue,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1321,27615,Resect leg/ankle tum < 5 cm,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1322,27616,Resect leg/ankle tum 5 cm/>,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1323,27618,Exc leg/ankle tum < 3 cm,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1324,27619,Exc leg/ankle tum deep <5 cm,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1325,27620,Explore/treat ankle joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1326,27625,Remove ankle joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1327,27626,Remove ankle joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1328,27630,Removal of tendon lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1329,27632,Exc leg/ankle les sc 3 cm/>,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1330,27634,Exc leg/ankle tum dep 5 cm/>,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1331,27635,Remove lower leg bone lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1332,27637,Remove/graft leg bone lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1333,27638,Remove/graft leg bone lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1334,27640,Partial removal of tibia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1335,27641,Partial removal of fibula,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1336,27647,Resect talus/calcaneus tum,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1337,27648,Injection for ankle x-ray,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1338,27650,Repair achilles tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1339,27652,Repair/graft achilles tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1340,27654,Repair of achilles tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1341,27656,Repair leg fascia defect,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1342,27658,Repair of leg tendon each,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1343,27659,Repair of leg tendon each,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1344,27664,Repair of leg tendon each,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1345,27665,Repair of leg tendon each,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1346,27675,Repair lower leg tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1347,27676,Repair lower leg tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1348,27680,Release of lower leg tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1349,27681,Release of lower leg tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1350,27685,Revision of lower leg tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1351,27686,Revise lower leg tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1352,27687,Revision of calf tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1353,27690,Revise lower leg tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1354,27691,Revise lower leg tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1355,27692,Revise additional leg tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1356,27695,Repair of ankle ligament,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1357,27696,Repair of ankle ligaments,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1358,27698,Repair of ankle ligament,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1359,27700,Revision of ankle joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1360,27704,Removal of ankle implant,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1361,27705,Incision of tibia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1362,27707,Incision of fibula,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1363,27709,Incision of tibia & fibula,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1364,27720,Repair of tibia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1365,27726,Repair fibula nonunion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1366,27730,Repair of tibia epiphysis,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1367,27732,Repair of fibula epiphysis,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1368,27734,Repair lower leg epiphyses,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1369,27740,Repair of leg epiphyses,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1370,27742,Repair of leg epiphyses,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1371,27745,Reinforce tibia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1372,27750,Treatment of tibia fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1373,27752,Treatment of tibia fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1374,27756,Treatment of tibia fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1375,27758,Treatment of tibia fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1376,27759,Treatment of tibia fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1377,27760,Cltx medial ankle fx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1378,27762,Cltx med ankle fx w/mnpj,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1379,27766,Optx medial ankle fx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1380,27767,Cltx post ankle fx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1381,27768,Cltx post ankle fx w/mnpj,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1382,27769,Optx post ankle fx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1383,27780,Treatment of fibula fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1384,27781,Treatment of fibula fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1385,27784,Treatment of fibula fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1386,27786,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1387,27788,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1388,27792,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1389,27808,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1390,27810,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1391,27814,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1392,27816,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1393,27818,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1394,27822,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1395,27823,Treatment of ankle fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1396,27824,Treat lower leg fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1397,27825,Treat lower leg fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1398,27826,Treat lower leg fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1399,27827,Treat lower leg fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1400,27828,Treat lower leg fracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1401,27829,Treat lower leg joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1402,27830,Treat lower leg dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1403,27831,Treat lower leg dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1404,27832,Treat lower leg dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1405,27840,Treat ankle dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1406,27842,Treat ankle dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1407,27846,Treat ankle dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1408,27848,Treat ankle dislocation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1409,27860,Fixation of ankle joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1410,27870,Fusion of ankle joint open,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1411,27871,Fusion of tibiofibular joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1412,27884,Amputation follow-up surgery,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1413,27889,Amputation of foot at ankle,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1414,27892,Decompression of leg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1415,27893,Decompression of leg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1416,27894,Decompression of leg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1417,28001,Drainage of bursa of foot,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1418,28002,Treatment of foot infection,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1419,28003,Treatment of foot infection,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1420,28005,Treat foot bone lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1421,28008,Incision of foot fascia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1422,28010,Incision of toe tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1423,28011,Incision of toe tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1424,28020,Exploration of foot joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1425,28022,Exploration of foot joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1426,28024,Exploration of toe joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1427,28035,Decompression of tibia nerve,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1428,28039,Exc foot/toe tum sc 1.5 cm/>,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1429,28041,Exc foot/toe tum dep 1.5cm/>,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1430,28043,Exc foot/toe tum sc < 1.5 cm,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1431,28045,Exc foot/toe tum deep <1.5cm,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1432,28046,Resect foot/toe tumor < 3 cm,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1433,28047,Resect foot/toe tumor 3 cm/>,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1434,28050,Biopsy of foot joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1435,28052,Biopsy of foot joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1436,28054,Biopsy of toe joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1437,28055,Neurectomy foot,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1438,28060,Partial removal foot fascia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1439,28062,Removal of foot fascia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1440,28070,Removal of foot joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1441,28072,Removal of foot joint lining,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1442,28080,Removal of foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1443,28086,Excise foot tendon sheath,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1444,28088,Excise foot tendon sheath,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1445,28090,Removal of foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1446,28092,Removal of toe lesions,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1447,28100,Removal of ankle/heel lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1448,28102,Remove/graft foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1449,28103,Remove/graft foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1450,28104,Removal of foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1451,28106,Remove/graft foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1452,28107,Remove/graft foot lesion,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1453,28108,Removal of toe lesions,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1454,28110,Part removal of metatarsal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1455,28111,Part removal of metatarsal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1456,28112,Part removal of metatarsal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1457,28113,Part removal of metatarsal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1458,28114,Removal of metatarsal heads,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1459,28116,Revision of foot,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1460,28118,Removal of heel bone,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1461,28119,Removal of heel spur,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1462,28120,Part removal of ankle/heel,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1463,28122,Partial removal of foot bone,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1464,28124,Partial removal of toe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1465,28126,Partial removal of toe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1466,28130,Removal of ankle bone,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1467,28140,Removal of metatarsal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1468,28150,Removal of toe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1469,28153,Partial removal of toe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1470,28160,Partial removal of toe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1471,28171,Resect tarsal tumor,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1472,28173,Resect metatarsal tumor,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1473,28175,Resect phalanx of toe tumor,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1474,28190,Removal of foot foreign body,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1475,28192,Removal of foot foreign body,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1476,28193,Removal of foot foreign body,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1477,28200,Repair of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1478,28202,Repair/graft of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1479,28208,Repair of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1480,28210,Repair/graft of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1481,28220,Release of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1482,28222,Release of foot tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1483,28225,Release of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1484,28226,Release of foot tendons,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1485,28230,Incision of foot tendon(s),N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1486,28232,Incision of toe tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1487,28234,Incision of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1488,28238,Revision of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1489,28240,Release of big toe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1490,28250,Revision of foot fascia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1491,28260,Release of midfoot joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1492,28261,Revision of foot tendon,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1493,28262,Revision of foot and ankle,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1494,28264,Release of midfoot joint,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1495,28270,Release of foot contracture,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1496,28272,Release of toe joint each,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1497,28280,Fusion of toes,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1498,28285,Repair of hammertoe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1499,28286,Repair of hammertoe,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1500,28288,Partial removal of foot bone,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1501,28289,Corrj halux rigdus w/o implt,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1502,28291,Corrj halux rigdus w/implt,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
1503,28292,Correction hallux valgus,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
